Genre|Year|Rank|Movie|Release Date|Therical Distributor|MPAA Rating|Gross|Ticket Sold
Adventure|2000|1|How the Grinch Stole Christmas|Nov 17, 2000|Universal|PG|$253,367,455|47,006,948
Adventure|2000|2|Dinosaur|May 19, 2000|Walt Disney|PG|$137,748,063|25,556,226
Adventure|2000|3|Chicken Run|Jun 21, 2000|Dreamworks SKG|G|$106,793,915|19,813,342
Adventure|2000|4|Space Cowboys|Aug 4, 2000|Warner Bros.|PG-13|$90,179,885|16,730,961
Adventure|2000|5|Rugrats in Paris|Nov 17, 2000|Paramount Pictures|G|$71,205,699|13,210,704
Adventure|2000|6|Mission to Mars|Mar 10, 2000|Walt Disney|PG|$60,874,615|11,293,991
Adventure|2000|7|Stuart Little|Dec 17, 1999|Sony Pictures|PG|$60,612,097|11,245,287
Adventure|2000|8|Snow Day|Feb 11, 2000|Paramount Pictures|PG|$60,008,303|11,133,265
Adventure|2000|9|102 Dalmatians|Nov 22, 2000|Walt Disney|G|$58,335,959|10,822,997
Adventure|2000|10|The Emperor's New Groove|Dec 15, 2000|Walt Disney|G|$50,812,284|9,427,139
Adventure|2000|11|The Road to El Dorado|Mar 31, 2000|Dreamworks SKG|PG|$50,802,661|9,425,354
Adventure|2000|12|The Tigger Movie|Feb 11, 2000|Walt Disney|G|$45,542,421|8,449,428
Adventure|2000|13|Galaxy Quest|Dec 24, 1999|Dreamworks SKG|PG|$44,111,808|8,184,008
Adventure|2000|14|Pokemon 2000|Jul 21, 2000|Warner Bros.|G|$43,746,923|8,116,312
Adventure|2000|15|Toy Story 2|Nov 19, 1999|Walt Disney|G|$36,972,140|6,859,395
Adventure|2000|16|The Flintstones in Viva Roc…|Apr 28, 2000|Universal|PG|$35,231,365|6,536,431
Adventure|2000|17|The Adventures of Rocky & B…|Jun 30, 2000|Universal|PG|$26,000,610|4,823,860
Adventure|2000|18|Titan A.E.|Jun 16, 2000|20th Century Fox|PG|$22,751,979|4,221,146
Adventure|2000|19|Thomas and the Magic Railroad|Jul 26, 2000|Destination Films|G|$15,911,332|2,952,009
Adventure|2000|20|Dungeons and Dragons|Dec 8, 2000|New Line|PG-13|$14,250,748|2,643,923
Adventure|2000|21|The Little Vampire|Oct 27, 2000|New Line|PG|$13,555,988|2,515,025
Adventure|2000|22|Digimon: The Movie|Oct 6, 2000|20th Century Fox|PG|$9,628,751|1,786,410
Adventure|2000|23|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$8,214,699|1,524,062
Adventure|2000|24|Cyberworld 3D|Oct 6, 2000|IMAX Films|Not Rated|$3,640,193|675,360
Adventure|2000|25|Alien Adventure|Apr 14, 2000|nWave Pictures|Not Rated|$3,272,750|607,189
Adventure|2000|26|Pokemon: The First Movie|Nov 10, 1999|Warner Bros.|G|$1,653,563|306,783
Adventure|2000|27|MVP: Most Valuable Primate|Aug 11, 2000|Keystone Entertai…|PG|$1,248,746|231,678
Adventure|2000|28|Star Wars Ep. I: The Phanto…|May 19, 1999|20th Century Fox|PG|$644,945|119,655
Adventure|2000|29|Tarzan|Jun 16, 1999|Walt Disney|G|$186,995|34,692
Adventure|2000|30|Sinbad: Beyond the Veil of …|Mar 24, 2000|Phaedra Cinema|Not Rated|$5,000|927
Adventure|2001|1|Harry Potter and the Sorcer…|Nov 16, 2001|Warner Bros.|PG|$300,404,434|53,074,988
Adventure|2001|2|Shrek|May 18, 2001|Dreamworks SKG|PG|$267,655,011|47,288,871
Adventure|2001|3|Monsters, Inc.|Nov 2, 2001|Walt Disney|G|$244,638,458|43,222,342
Adventure|2001|4|The Lord of the Rings: The …|Dec 19, 2001|New Line|PG-13|$206,448,462|36,474,993
Adventure|2001|5|The Mummy Returns|May 4, 2001|Universal|PG-13|$202,007,640|35,690,395
Adventure|2001|6|Planet of the Apes|Jul 27, 2001|20th Century Fox|PG-13|$179,841,538|31,774,123
Adventure|2001|7|Lara Croft: Tomb Raider|Jun 15, 2001|Paramount Pictures|PG-13|$131,144,183|23,170,350
Adventure|2001|8|Dr. Dolittle 2|Jun 22, 2001|20th Century Fox|PG|$112,950,721|19,955,957
Adventure|2001|9|Spy Kids|Mar 30, 2001|Miramax/Dimension|PG|$112,692,062|19,910,258
Adventure|2001|10|Atlantis: The Lost Empire|Jun 8, 2001|Walt Disney|PG|$84,052,762|14,850,311
Adventure|2001|11|Jimmy Neutron: Boy Genius|Dec 21, 2001|Paramount Pictures|G|$62,339,089|11,013,973
Adventure|2001|12|A Knight’s Tale|May 11, 2001|Sony Pictures|PG-13|$56,083,966|9,908,827
Adventure|2001|13|The Emperor's New Groove|Dec 15, 2000|Walt Disney|G|$38,484,289|6,799,344
Adventure|2001|14|Recess: School's Out|Feb 16, 2001|Walt Disney|G|$36,696,761|6,483,526
Adventure|2001|15|See Spot Run|Mar 2, 2001|Warner Bros.|PG|$33,357,476|5,893,546
Adventure|2001|16|Final Fantasy: The Spirits …|Jul 11, 2001|Sony Pictures|PG-13|$32,131,830|5,677,001
Adventure|2001|17|Black Knight|Nov 21, 2001|20th Century Fox|PG-13|$31,942,704|5,643,587
Adventure|2001|18|The Musketeer|Sep 7, 2001|Universal|PG-13|$27,053,815|4,779,825
Adventure|2001|19|Crocodile Dundee in Los Ang…|Apr 20, 2001|Paramount Pictures|PG|$25,590,119|4,521,222
Adventure|2001|20|Max Keeble's Big Move|Oct 5, 2001|Walt Disney|PG|$17,148,904|3,029,841
Adventure|2001|21|Pokemon 3: The Movie|Apr 6, 2001|Warner Bros.|G|$17,052,128|3,012,743
Adventure|2001|22|Osmosis Jones|Aug 10, 2001|Warner Bros.|PG|$13,596,911|2,402,281
Adventure|2001|23|102 Dalmatians|Nov 22, 2000|Walt Disney|G|$8,605,600|1,520,424
Adventure|2001|24|Cyberworld 3D|Oct 6, 2000|IMAX Films|Not Rated|$6,889,078|1,217,151
Adventure|2001|25|How the Grinch Stole Christmas|Nov 17, 2000|Universal|PG|$6,677,370|1,179,747
Adventure|2001|26|Rugrats in Paris|Nov 17, 2000|Paramount Pictures|G|$5,295,739|935,642
Adventure|2001|27|Haunted Castle|Mar 2, 2001|nWave Pictures|PG|$3,322,259|586,971
Adventure|2001|28|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$2,670,854|471,882
Adventure|2001|29|Dungeons and Dragons|Dec 8, 2000|New Line|PG-13|$934,493|165,104
Adventure|2001|30|Alien Adventure|Apr 14, 2000|nWave Pictures|Not Rated|$648,409|114,559
Adventure|2001|31|Space Cowboys|Aug 4, 2000|Warner Bros.|PG-13|$274,158|48,437
Adventure|2001|32|2001: A Space Odyssey|Apr 2, 1968|MGM|G|$239,621|42,336
Adventure|2002|1|Spider-Man|May 3, 2002|Sony Pictures|PG-13|$403,706,375|69,484,746
Adventure|2002|2|Star Wars Ep. II: Attack of…|May 16, 2002|20th Century Fox|PG|$310,676,740|53,472,760
Adventure|2002|3|The Lord of the Rings: The …|Dec 18, 2002|New Line|PG-13|$262,300,833|45,146,442
Adventure|2002|4|Harry Potter and the Chambe…|Nov 15, 2002|Warner Bros.|PG|$252,097,945|43,390,351
Adventure|2002|5|Ice Age|Mar 15, 2002|20th Century Fox|PG|$176,387,405|30,359,277
Adventure|2002|6|Scooby-Doo|Jun 14, 2002|Warner Bros.|PG|$153,294,164|26,384,537
Adventure|2002|7|Lilo & Stitch|Jun 21, 2002|Walt Disney|PG|$145,771,527|25,089,763
Adventure|2002|8|The Santa Clause 2|Nov 1, 2002|Walt Disney|G|$138,277,797|23,799,965
Adventure|2002|9|The Lord of the Rings: The …|Dec 19, 2001|New Line|PG-13|$107,854,245|18,563,553
Adventure|2002|10|Spy Kids 2: The Island of L…|Aug 7, 2002|Miramax/Dimension|PG|$85,570,368|14,728,118
Adventure|2002|11|Snow Dogs|Jan 18, 2002|Walt Disney|PG|$81,150,692|13,967,416
Adventure|2002|12|Spirit: Stallion of the Cim…|May 24, 2002|Dreamworks SKG|G|$73,215,310|12,601,602
Adventure|2002|13|Stuart Little 2|Jul 19, 2002|Sony Pictures|PG|$64,956,806|11,180,173
Adventure|2002|14|The Time Machine|Mar 8, 2002|Dreamworks SKG|PG-13|$56,684,819|9,756,423
Adventure|2002|15|Like Mike|Jul 3, 2002|20th Century Fox|PG|$51,432,423|8,852,396
Adventure|2002|16|Peter Pan: Return to Neverland|Feb 15, 2002|Walt Disney|G|$48,430,258|8,335,672
Adventure|2002|17|Big Fat Liar|Feb 8, 2002|Universal|PG|$47,811,275|8,229,135
Adventure|2002|18|The Master of Disguise|Aug 2, 2002|Sony Pictures|PG|$40,363,530|6,947,251
Adventure|2002|19|Star Trek: Nemesis|Dec 13, 2002|Paramount Pictures|PG-13|$39,825,707|6,854,682
Adventure|2002|20|Clockstoppers|Mar 29, 2002|Paramount Pictures|PG|$36,985,501|6,365,834
Adventure|2002|21|Treasure Planet|Nov 27, 2002|Walt Disney|PG|$35,820,872|6,165,382
Adventure|2002|22|The Wild Thornberrys Movie|Dec 20, 2002|Paramount Pictures|PG|$31,752,651|5,465,172
Adventure|2002|23|The Crocodile Hunter: Colli…|Jul 12, 2002|MGM|PG|$28,436,931|4,894,480
Adventure|2002|24|Jonah: A VeggieTales Movie|Oct 4, 2002|Artisan|G|$25,408,198|4,373,183
Adventure|2002|25|Jimmy Neutron: Boy Genius|Dec 21, 2001|Paramount Pictures|G|$18,597,143|3,200,885
Adventure|2002|26|Harry Potter and the Sorcer…|Nov 16, 2001|Warner Bros.|PG|$17,171,116|2,955,441
Adventure|2002|27|The Country Bears|Jul 26, 2002|Walt Disney|G|$16,988,996|2,924,095
Adventure|2002|28|Hey Arnold! The Movie|Jun 28, 2002|Paramount Pictures|PG|$13,684,949|2,355,412
Adventure|2002|29|The Powerpuff Girls|Jul 3, 2002|Warner Bros.|PG|$11,411,644|1,964,138
Adventure|2002|30|Monsters, Inc.|Nov 2, 2001|Walt Disney|G|$11,234,792|1,933,699
Adventure|2002|31|Sen to Chihiro no Kamikakushi|Sep 20, 2002|Walt Disney|PG|$5,462,320|940,158
Adventure|2002|32|The Lion King|Jun 15, 1994|Walt Disney|G|$5,022,506|864,458
Adventure|2002|33|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$4,301,999|740,447
Adventure|2002|34|Spider-Man/Men in Black II …|Sep 6, 2002|Sony Pictures|PG-13|$3,971,552|683,571
Adventure|2002|35|Pinocchio|Dec 25, 2002|Miramax|G|$3,364,522|579,091
Adventure|2002|36|Haunted Castle|Mar 2, 2001|nWave Pictures|PG|$2,246,943|386,737
Adventure|2002|37|Santa vs. The Snowman|Nov 6, 2002|IMAX Films|Not Rated|$1,918,068|330,132
Adventure|2002|38|Pokemon 4Ever|Oct 11, 2002|Miramax|G|$1,732,301|298,158
Adventure|2002|39|Black Knight|Nov 21, 2001|20th Century Fox|PG-13|$1,480,102|254,750
Adventure|2002|40|Cyberworld 3D|Oct 6, 2000|IMAX Films|Not Rated|$714,586|122,992
Adventure|2002|41|Metropolis|Jan 25, 2002|Sony Pictures|PG-13|$673,414|115,906
Adventure|2002|42|Alien Adventure|Apr 14, 2000|nWave Pictures|Not Rated|$316,045|54,396
Adventure|2002|43|Planet of the Apes|Jul 27, 2001|20th Century Fox|PG-13|$170,202|29,294
Adventure|2002|44|Max Keeble's Big Move|Oct 5, 2001|Walt Disney|PG|$143,477|24,694
Adventure|2002|45|Hansel & Gretel|Oct 18, 2002||PG|$100,477|17,293
Adventure|2003|1|Finding Nemo|May 30, 2003|Walt Disney|G|$339,714,367|56,337,374
Adventure|2003|2|Pirates of the Caribbean: T…|Jul 9, 2003|Walt Disney|PG-13|$305,411,224|50,648,627
Adventure|2003|3|The Lord of the Rings: The …|Dec 17, 2003|New Line|PG-13|$290,425,213|48,163,385
Adventure|2003|4|Elf|Nov 7, 2003|New Line|PG|$170,837,644|28,331,284
Adventure|2003|5|Spy Kids 3-D: Game Over|Jul 25, 2003|Miramax/Dimension|PG|$111,678,621|18,520,500
Adventure|2003|6|The Italian Job|May 30, 2003|Paramount Pictures|PG-13|$106,126,012|17,599,670
Adventure|2003|7|The Cat in the Hat|Nov 21, 2003|Universal|PG|$99,383,495|16,481,508
Adventure|2003|8|Brother Bear|Oct 24, 2003|Walt Disney|G|$83,297,298|13,813,813
Adventure|2003|9|Master and Commander: The F…|Nov 14, 2003|20th Century Fox|PG-13|$83,006,144|13,765,529
Adventure|2003|10|The Lord of the Rings: The …|Dec 18, 2002|New Line|PG-13|$79,483,544|13,181,350
Adventure|2003|11|The Haunted Mansion|Nov 26, 2003|Walt Disney|PG|$70,422,751|11,678,731
Adventure|2003|12|Kangaroo Jack|Jan 17, 2003|Warner Bros.|PG|$66,723,216|11,065,209
Adventure|2003|13|The League of Extraordinary…|Jul 11, 2003|20th Century Fox|PG-13|$66,465,204|11,022,421
Adventure|2003|14|Lara Croft: Tomb Raider: Th…|Jul 25, 2003|Paramount Pictures|PG-13|$65,653,758|10,887,853
Adventure|2003|15|Shanghai Knights|Feb 7, 2003|Walt Disney|PG-13|$60,470,220|10,028,228
Adventure|2003|16|The Jungle Book 2|Feb 14, 2003|Walt Disney|G|$47,901,582|7,943,877
Adventure|2003|17|Agent Cody Banks|Mar 14, 2003|MGM|PG|$47,545,060|7,884,752
Adventure|2003|18|The Lizzie McGuire Movie|May 2, 2003|Walt Disney|PG|$42,734,455|7,086,974
Adventure|2003|19|Rugrats Go Wild|Jun 13, 2003|Paramount Pictures|PG|$39,402,572|6,534,423
Adventure|2003|20|Good Boy!|Oct 10, 2003|MGM|PG|$37,666,266|6,246,478
Adventure|2003|21|Peter Pan|Dec 25, 2003|Universal|PG|$34,179,235|5,668,198
Adventure|2003|22|Johnny English|Jul 18, 2003|Universal|PG|$28,013,509|4,645,689
Adventure|2003|23|Sinbad: Legend of the Seven…|Jul 2, 2003|Dreamworks SKG|PG|$26,483,452|4,391,948
Adventure|2003|24|Piglet's Big Movie|Mar 21, 2003|Walt Disney|G|$23,103,423|3,831,413
Adventure|2003|25|Looney Tunes: Back in Action|Nov 14, 2003|Warner Bros.|PG|$20,678,510|3,429,271
Adventure|2003|26|Timeline|Nov 26, 2003|Paramount Pictures|PG-13|$19,113,238|3,169,691
Adventure|2003|27|Harry Potter and the Chambe…|Nov 15, 2002|Warner Bros.|PG|$9,889,935|1,640,121
Adventure|2003|28|The Lion King|Jun 15, 1994|Walt Disney|G|$9,696,253|1,608,002
Adventure|2003|29|The Wild Thornberrys Movie|Dec 20, 2002|Paramount Pictures|PG|$8,356,046|1,385,745
Adventure|2003|30|Grind|Aug 15, 2003|Warner Bros.|PG-13|$5,111,630|847,699
Adventure|2003|31|Sen to Chihiro no Kamikakushi|Sep 20, 2002|Walt Disney|PG|$4,587,566|760,790
Adventure|2003|32|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$4,180,339|693,256
Adventure|2003|33|Star Trek: Nemesis|Dec 13, 2002|Paramount Pictures|PG-13|$3,428,702|568,607
Adventure|2003|34|Haunted Castle|Mar 2, 2001|nWave Pictures|PG|$2,400,483|398,090
Adventure|2003|35|Young Black Stallion|Dec 25, 2003|Walt Disney|G|$2,349,976|389,714
Adventure|2003|36|Treasure Planet|Nov 27, 2002|Walt Disney|PG|$2,299,682|381,373
Adventure|2003|37|Cowboy Bebop|Apr 4, 2003|Sony Pictures|R|$999,435|165,743
Adventure|2003|38|The Legend of Johnny Lingo|Aug 29, 2003|Innovation Film G…|G|$974,693|161,640
Adventure|2003|39|The Santa Clause 2|Nov 1, 2002|Walt Disney|G|$948,057|157,223
Adventure|2003|40|Santa vs. The Snowman|Nov 6, 2002|IMAX Films|Not Rated|$931,021|154,398
Adventure|2003|41|Pokemon Heroes|May 16, 2003|Miramax|G|$744,928|123,536
Adventure|2003|42|The Lord of the Rings: The …|Dec 19, 2001|New Line|PG-13|$473,463|78,517
Adventure|2003|43|Pinocchio|Dec 25, 2002|Miramax|G|$317,289|52,618
Adventure|2003|44|Spy Kids 2: The Island of L…|Aug 7, 2002|Miramax/Dimension|PG|$275,928|45,759
Adventure|2003|45|Jonah: A VeggieTales Movie|Oct 4, 2002|Artisan|G|$163,153|27,056
Adventure|2003|46|Alien Adventure|Apr 14, 2000|nWave Pictures|Not Rated|$82,855|13,740
Adventure|2004|1|Shrek 2|May 19, 2004|Dreamworks SKG|PG|$441,226,247|71,050,925
Adventure|2004|2|Spider-Man 2|Jun 30, 2004|Sony Pictures|PG-13|$373,524,485|60,148,870
Adventure|2004|3|The Incredibles|Nov 5, 2004|Walt Disney|PG|$251,657,004|40,524,477
Adventure|2004|4|Harry Potter and the Prison…|Jun 4, 2004|Warner Bros.|PG|$249,538,952|40,183,406
Adventure|2004|5|The Day After Tomorrow|May 28, 2004|20th Century Fox|PG-13|$186,740,799|30,070,982
Adventure|2004|6|Shark Tale|Oct 1, 2004|Dreamworks SKG|PG|$160,762,022|25,887,604
Adventure|2004|7|The Polar Express|Nov 10, 2004|Warner Bros.|G|$155,754,116|25,081,178
Adventure|2004|8|National Treasure|Nov 19, 2004|Walt Disney|PG|$154,522,305|24,882,818
Adventure|2004|9|Ocean's Twelve|Dec 10, 2004|Warner Bros.|PG-13|$107,006,344|17,231,295
Adventure|2004|10|Lemony Snicket's A Series o…|Dec 17, 2004|Paramount Pictures|PG|$94,616,745|15,236,190
Adventure|2004|11|The Lord of the Rings: The …|Dec 17, 2003|New Line|PG-13|$86,602,112|13,945,589
Adventure|2004|12|Scooby-Doo 2: Monsters Unle…|Mar 26, 2004|Warner Bros.|PG|$84,185,387|13,556,423
Adventure|2004|13|SpongeBob SquarePants: The …|Nov 19, 2004|Paramount Pictures|PG|$81,900,075|13,188,417
Adventure|2004|14|Garfield: The Movie|Jun 11, 2004|20th Century Fox|PG|$75,367,693|12,136,504
Adventure|2004|15|The Chronicles of Riddick|Jun 11, 2004|Universal|PG-13|$57,712,751|9,293,518
Adventure|2004|16|King Arthur|Jul 7, 2004|Walt Disney|PG-13|$51,877,963|8,353,939
Adventure|2004|17|Home on the Range|Apr 2, 2004|Walt Disney|PG|$50,026,353|8,055,773
Adventure|2004|18|Sky Captain and the World o…|Sep 17, 2004|Paramount Pictures|PG|$37,760,080|6,080,528
Adventure|2004|19|Around the World in 80 Days|Jun 16, 2004|Walt Disney|PG|$24,004,159|3,865,404
Adventure|2004|20|Agent Cody Banks 2: Destina…|Mar 12, 2004|MGM|PG|$23,514,247|3,786,513
Adventure|2004|21|Yu-Gi-Oh|Aug 13, 2004|Warner Bros.|PG|$19,762,690|3,182,397
Adventure|2004|22|Flight of the Phoenix|Dec 17, 2004|20th Century Fox|PG-13|$16,720,242|2,692,470
Adventure|2004|23|Catch That Kid|Feb 6, 2004|20th Century Fox|PG|$16,703,799|2,689,822
Adventure|2004|24|Peter Pan|Dec 25, 2003|Universal|PG|$14,238,615|2,292,852
Adventure|2004|25|Master and Commander: The F…|Nov 14, 2003|20th Century Fox|PG-13|$10,920,242|1,758,493
Adventure|2004|26|Sleepover|Jul 9, 2004|MGM|PG|$9,408,183|1,515,005
Adventure|2004|27|Superbabies: Baby Geniuses 2|Aug 27, 2004|Sony Pictures|PG|$9,109,322|1,466,879
Adventure|2004|28|Thunderbirds|Jul 30, 2004|Universal|PG|$6,768,055|1,089,863
Adventure|2004|29|Teacher's Pet: The Movie|Jan 16, 2004|Walt Disney|PG|$6,491,969|1,045,405
Adventure|2004|30|The Haunted Mansion|Nov 26, 2003|Walt Disney|PG|$5,395,243|868,799
Adventure|2004|31|Young Black Stallion|Dec 25, 2003|Walt Disney|G|$4,264,441|686,705
Adventure|2004|32|Clifford's Really Big Movie|Apr 23, 2004|Warner Bros.|G|$2,922,354|470,588
Adventure|2004|33|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$2,830,964|455,871
Adventure|2004|34|Santa vs. The Snowman|Nov 6, 2002|IMAX Films|Not Rated|$2,818,321|453,835
Adventure|2004|35|Elf|Nov 7, 2003|New Line|PG|$2,560,874|412,379
Adventure|2004|36|Haunted Castle|Mar 2, 2001|nWave Pictures|PG|$2,177,670|350,671
Adventure|2004|37|Brother Bear|Oct 24, 2003|Walt Disney|G|$2,038,979|328,338
Adventure|2004|38|The Cat in the Hat|Nov 21, 2003|Universal|PG|$1,634,788|263,250
Adventure|2004|39|Lakshya|Jun 18, 2004|UTV Communications|Not Rated|$752,344|121,150
Adventure|2004|40|The Legend of Johnny Lingo|Aug 29, 2003|Innovation Film G…|G|$699,304|112,609
Adventure|2004|41|Alien Adventure|Apr 14, 2000|nWave Pictures|Not Rated|$383,357|61,732
Adventure|2004|42|Timeline|Nov 26, 2003|Paramount Pictures|PG-13|$367,501|59,178
Adventure|2004|43|Looney Tunes: Back in Action|Nov 14, 2003|Warner Bros.|PG|$272,310|43,850
Adventure|2004|44|The Snow Walker|Mar 26, 2004||Not Rated|$201,149|32,391
Adventure|2004|45|Spy Kids 3-D: Game Over|Jul 25, 2003|Miramax/Dimension|PG|$82,010|13,206
Adventure|2004|46|Kaena: La prophétie|Jun 25, 2004|IDP Distribution|PG-13|$7,674|1,235
Adventure|2004|47|Good Boy!|Oct 10, 2003|MGM|PG|$1,480|238
Adventure|2005|1|Star Wars Ep. III: Revenge …|May 19, 2005|20th Century Fox|PG-13|$380,270,577|59,324,582
Adventure|2005|2|Harry Potter and the Goblet…|Nov 18, 2005|Warner Bros.|PG-13|$275,132,632|42,922,407
Adventure|2005|3|The Chronicles of Narnia: T…|Dec 9, 2005|Walt Disney|PG|$217,677,877|33,959,107
Adventure|2005|4|Charlie and the Chocolate F…|Jul 15, 2005|Warner Bros.|PG|$206,459,076|32,208,904
Adventure|2005|5|Madagascar|May 27, 2005|Dreamworks SKG|PG|$193,595,521|30,202,109
Adventure|2005|6|King Kong|Dec 14, 2005|Universal|PG-13|$168,505,310|26,287,879
Adventure|2005|7|Chicken Little|Nov 4, 2005|Walt Disney|G|$131,944,653|20,584,189
Adventure|2005|8|Robots|Mar 11, 2005|20th Century Fox|PG|$128,200,012|20,000,001
Adventure|2005|9|Sahara|Apr 8, 2005|Paramount Pictures|PG-13|$68,671,925|10,713,248
Adventure|2005|10|Herbie: Fully Loaded|Jun 22, 2005|Walt Disney|G|$66,010,682|10,298,078
Adventure|2005|11|Sky High|Jul 29, 2005|Walt Disney|PG|$63,939,454|9,974,953
Adventure|2005|12|Wallace & Gromit: The Curse…|Oct 5, 2005|Dreamworks SKG|G|$56,019,476|8,739,387
Adventure|2005|13|Corpse Bride|Sep 23, 2005|Warner Bros.|PG|$53,359,111|8,324,354
Adventure|2005|14|The Hitchhiker's Guide to t…|Apr 29, 2005|Walt Disney|PG|$51,019,112|7,959,299
Adventure|2005|15|Cheaper by the Dozen 2|Dec 21, 2005|20th Century Fox|PG|$50,313,031|7,849,146
Adventure|2005|16|Racing Stripes|Jan 14, 2005|Warner Bros.|PG|$49,772,522|7,764,824
Adventure|2005|17|Kingdom of Heaven|May 6, 2005|20th Century Fox|R|$47,398,413|7,394,448
Adventure|2005|18|The Legend of Zorro|Oct 28, 2005|Sony Pictures|PG|$45,575,336|7,110,036
Adventure|2005|19|The Adventures of Sharkboy …|Jun 10, 2005|Miramax/Dimension|PG|$39,177,684|6,111,963
Adventure|2005|20|The Brothers Grimm|Aug 26, 2005|Miramax/Dimension|PG-13|$37,899,638|5,912,580
Adventure|2005|21|Zathura|Nov 11, 2005|Sony Pictures|PG|$28,045,540|4,375,279
Adventure|2005|22|Lemony Snicket's A Series o…|Dec 17, 2004|Paramount Pictures|PG|$24,010,372|3,745,767
Adventure|2005|23|Valiant|Aug 19, 2005|Walt Disney|G|$19,478,106|3,038,706
Adventure|2005|24|Into the Blue|Sep 30, 2005|Sony Pictures|PG-13|$18,782,227|2,930,144
Adventure|2005|25|Ocean's Twelve|Dec 10, 2004|Warner Bros.|PG-13|$18,525,290|2,890,060
Adventure|2005|26|National Treasure|Nov 19, 2004|Walt Disney|PG|$18,482,697|2,883,416
Adventure|2005|27|Pooh's Heffalump Movie|Feb 11, 2005|Walt Disney|G|$18,098,433|2,823,468
Adventure|2005|28|The Polar Express|Nov 10, 2004|Warner Bros.|G|$17,478,463|2,726,749
Adventure|2005|29|Son of the Mask|Feb 18, 2005|New Line|PG|$17,018,422|2,654,980
Adventure|2005|30|The Incredibles|Nov 5, 2004|Walt Disney|PG|$9,784,088|1,526,378
Adventure|2005|31|Hauru no ugoku shiro|Jun 10, 2005|Walt Disney|PG|$4,710,455|734,860
Adventure|2005|32|Flight of the Phoenix|Dec 17, 2004|20th Century Fox|PG-13|$4,288,938|669,101
Adventure|2005|33|SpongeBob SquarePants: The …|Nov 19, 2004|Paramount Pictures|PG|$3,516,534|548,601
Adventure|2005|34|T-Rex: Back to the Cretaceous|Oct 23, 1998|IMAX Films|Not Rated|$2,697,461|420,820
Adventure|2005|35|Haunted Castle|Mar 2, 2001|nWave Pictures|PG|$2,205,203|344,025
