Genre|Year|Rank|Movie|Release Date|Therical Distributor|MPAA Rating|Gross|Ticket Sold
Adventure|2010|42|Gedo Senki (Tales from Eart…|Aug 13, 2010|Walt Disney|PG-13|$48,658|6,167
Adventure|2010|43|Terkel i knibe|Mar 26, 2010||Not Rated|$40,621|5,148
Adventure|2010|44|Samâ uôzu|Dec 24, 2010|GKIDS|PG-13|$15,623|1,980
Adventure|2011|1|Harry Potter and the Deathl…|Jul 15, 2011|Warner Bros.|PG-13|$381,011,219|48,046,812
Adventure|2011|2|Pirates of the Caribbean: O…|May 20, 2011|Walt Disney|PG-13|$241,063,875|30,398,975
Adventure|2011|3|Cars 2|Jun 24, 2011|Walt Disney|G|$191,450,875|24,142,607
Adventure|2011|4|Rise of the Planet of the Apes|Aug 5, 2011|20th Century Fox|PG-13|$176,760,185|22,290,061
Adventure|2011|5|Kung Fu Panda 2|May 26, 2011|Paramount Pictures|PG|$165,249,063|20,838,469
Adventure|2011|6|Puss in Boots|Oct 28, 2011|Paramount Pictures|PG|$145,738,327|18,378,099
Adventure|2011|7|Rio|Apr 15, 2011|20th Century Fox|PG|$143,619,809|18,110,947
Adventure|2011|8|The Smurfs|Jul 29, 2011|Sony Pictures|PG|$142,614,158|17,984,130
Adventure|2011|9|Rango|Mar 4, 2011|Paramount Pictures|PG|$123,477,607|15,570,947
Adventure|2011|10|Hop|Apr 1, 2011|Universal|PG|$108,085,305|13,629,925
Adventure|2011|11|Alvin and the Chipmunks: Ch…|Dec 16, 2011|20th Century Fox|G|$97,848,114|12,338,980
Adventure|2011|12|The Lion King|Jun 15, 1994|Walt Disney|G|$94,233,351|11,883,146
Adventure|2011|13|The Muppets|Nov 23, 2011|Walt Disney|PG|$82,529,452|10,407,244
Adventure|2011|14|Mr. Poppers's Penguins|Jun 17, 2011|20th Century Fox|PG|$68,224,452|8,603,336
Adventure|2011|15|Happy Feet Two|Nov 18, 2011|Warner Bros.|PG|$60,965,866|7,688,003
Adventure|2011|16|I am Number Four|Feb 18, 2011|Walt Disney|PG-13|$55,100,437|6,948,352
Adventure|2011|17|Diary of a Wimpy Kid: Rodri…|Mar 25, 2011|20th Century Fox|PG|$52,698,535|6,645,465
Adventure|2011|18|The Adventures of Tintin|Dec 21, 2011|Paramount Pictures|PG|$51,400,450|6,481,772
Adventure|2011|19|Hugo|Nov 23, 2011|Paramount Pictures|PG|$50,313,495|6,344,703
Adventure|2011|20|Arthur Christmas|Nov 23, 2011|Sony Pictures|PG|$45,820,235|5,778,087
Adventure|2011|21|Tron: Legacy|Dec 17, 2010|Walt Disney|PG|$40,757,919|5,139,712
Adventure|2011|22|Spy Kids: All the Time in t…|Aug 19, 2011|Weinstein/Dimension|PG|$38,536,376|4,859,568
Adventure|2011|23|Yogi Bear|Dec 17, 2010|Warner Bros.|PG|$34,490,675|4,349,392
Adventure|2011|24|Winnie the Pooh|Jul 15, 2011|Walt Disney|G|$26,692,846|3,366,058
Adventure|2011|25|Sanctum|Feb 4, 2011|Universal|R|$23,209,310|2,926,773
Adventure|2011|26|Mars Needs Moms|Mar 11, 2011|Walt Disney|PG|$21,392,758|2,697,699
Adventure|2011|27|The Three Musketeers|Oct 21, 2011|Summit Entertainment|PG-13|$20,377,913|2,569,724
Adventure|2011|28|The Chronicles of Narnia: T…|Dec 10, 2010|20th Century Fox|PG|$17,460,553|2,201,835
Adventure|2011|29|Gulliver's Travels|Dec 25, 2010|20th Century Fox|PG|$15,324,755|1,932,504
Adventure|2011|30|Judy Moody and the Not Bumm…|Jun 10, 2011|Relativity|PG|$15,013,650|1,893,272
Adventure|2011|31|Harry Potter and the Deathl…|Nov 19, 2010|Warner Bros.|PG-13|$12,450,090|1,569,999
Adventure|2011|32|Hoodwinked Too: Hood vs. Evil|Apr 29, 2011|Weinstein Co.|PG|$10,143,779|1,279,165
Adventure|2011|33|Johnny English Reborn|Oct 21, 2011|Universal|PG|$8,406,711|1,060,115
Adventure|2011|34|Megamind|Nov 5, 2010|Paramount Pictures|PG|$4,223,825|532,639
Adventure|2011|35|The Way Back|Jan 21, 2011|Newmarket Films|PG-13|$2,719,296|342,912
Adventure|2011|36|L'illusionniste|Dec 25, 2010|Sony Pictures Cla…|PG|$2,107,998|265,825
Adventure|2011|37|The Lord of the Rings: The …|Dec 17, 2003|New Line|PG-13|$818,580|103,226
Adventure|2011|38|The Lord of the Rings: The …|Dec 19, 2001|New Line|PG-13|$768,580|96,921
Adventure|2011|39|The Lord of the Rings: The …|Dec 18, 2002|New Line|PG-13|$764,607|96,420
Adventure|2011|40|The Polar Express|Nov 10, 2004|Warner Bros.|G|$711,168|89,681
Adventure|2011|41|Arthur et la vengeance de M…|Feb 25, 2011|Alliance Films|PG|$347,136|43,775
Adventure|2011|42|Despicable Me|Jul 9, 2010|Universal|PG|$310,760|39,188
Adventure|2011|43|Blackthorn|Oct 7, 2011|Magnolia Pictures|R|$186,660|23,538
Adventure|2011|44|Legend of the Guardians: Th…|Sep 24, 2010|Warner Bros.|PG|$125,490|15,825
Adventure|2011|45|Samâ uôzu|Dec 24, 2010|GKIDS|PG-13|$62,559|7,888
Adventure|2011|46|Alabama Moon|Mar 18, 2011|Faulkner-McLean E…|PG|$47,009|5,927
Adventure|2011|47|Mia et le Migou|Mar 25, 2011|GKIDS|PG|$16,975|2,140
Adventure|2011|48|OKA!|Oct 14, 2011|Dada Films|Not Rated|$14,083|1,775
Adventure|2011|49|Terkel i knibe|Mar 26, 2010||Not Rated|$6,584|830
Adventure|2011|50|Miss Minoes|Dec 23, 2011|Music Box Films|PG|$5,947|749
Adventure|2011|51|Zokkomon|Apr 22, 2011|Walt Disney|PG|$2,815|354
Adventure|2012|1|The Hobbit: An Unexpected J…|Dec 14, 2012|Warner Bros.|PG-13|$263,834,893|33,145,087
Adventure|2012|2|The Amazing Spider-Man|Jul 3, 2012|Sony Pictures|PG-13|$262,030,663|32,918,425
Adventure|2012|3|Brave|Jun 22, 2012|Walt Disney|PG|$237,277,071|29,808,677
Adventure|2012|4|Ted|Jun 29, 2012|Universal|R|$218,665,740|27,470,570
Adventure|2012|5|Madagascar 3: Europe's Most…|Jun 8, 2012|Paramount Pictures|PG|$216,391,482|27,184,859
Adventure|2012|6|Doctor Seuss' The Lorax|Mar 2, 2012|Universal|PG|$214,030,500|26,888,253
Adventure|2012|7|Men in Black 3|May 25, 2012|Sony Pictures|PG-13|$179,020,854|22,490,057
Adventure|2012|8|Wreck-It Ralph|Nov 2, 2012|Walt Disney|PG|$178,501,640|22,424,829
Adventure|2012|9|Ice Age: Continental Drift|Jul 13, 2012|20th Century Fox|PG|$161,204,082|20,251,769
Adventure|2012|10|Snow White and the Huntsman|Jun 1, 2012|Universal|PG-13|$155,136,755|19,489,542
Adventure|2012|11|Hotel Transylvania|Sep 28, 2012|Sony Pictures|PG|$146,172,361|18,363,361
Adventure|2012|12|Prometheus|Jun 8, 2012|20th Century Fox|R|$126,477,084|15,889,080
Adventure|2012|13|Journey 2: The Mysterious I…|Feb 10, 2012|Warner Bros.|PG|$103,860,290|13,047,775
Adventure|2012|14|Rise of the Guardians|Nov 21, 2012|Paramount Pictures|PG|$97,227,667|12,214,531
Adventure|2012|15|Wrath of the Titans|Mar 30, 2012|Warner Bros.|PG-13|$83,670,083|10,511,316
Adventure|2012|16|John Carter|Mar 9, 2012|Walt Disney|PG-13|$73,058,679|9,178,226
Adventure|2012|17|Mirror Mirror|Mar 30, 2012|Relativity|PG|$64,935,167|8,157,684
Adventure|2012|18|ParaNorman|Aug 17, 2012|Focus Features|PG|$56,003,051|7,035,559
Adventure|2012|19|Parental Guidance|Dec 25, 2012|20th Century Fox|PG|$52,339,698|6,575,338
Adventure|2012|20|Diary of a Wimpy Kid: Dog Days|Aug 3, 2012|20th Century Fox|PG|$49,008,662|6,156,867
Adventure|2012|21|The Three Stooges|Apr 13, 2012|20th Century Fox|PG|$44,338,224|5,570,128
Adventure|2012|22|Star Wars Ep. I: The Phanto…|May 19, 1999|20th Century Fox|PG|$43,456,382|5,459,344
Adventure|2012|23|Finding Nemo|May 30, 2003|Walt Disney|G|$40,795,794|5,125,099
Adventure|2012|24|Alvin and the Chipmunks: Ch…|Dec 16, 2011|20th Century Fox|G|$35,259,275|4,429,557
Adventure|2012|25|Frankenweenie|Oct 5, 2012|Walt Disney|PG|$34,933,733|4,388,659
Adventure|2012|26|The Pirates! Band of Misfits|Apr 27, 2012|Sony Pictures|PG|$31,051,126|3,900,895
Adventure|2012|27|Monsters, Inc.|Nov 2, 2001|Walt Disney|G|$27,978,476|3,514,883
Adventure|2012|28|The Adventures of Tintin|Dec 21, 2011|Paramount Pictures|PG|$26,191,381|3,290,374
Adventure|2012|29|Hugo|Nov 23, 2011|Paramount Pictures|PG|$23,551,012|2,958,669
Adventure|2012|30|Kari gurashi no Arietti|Feb 17, 2012|Walt Disney|G|$19,192,510|2,411,119
Adventure|2012|31|The Muppets|Nov 23, 2011|Walt Disney|PG|$6,096,470|765,888
Adventure|2012|32|Puss in Boots|Oct 28, 2011|Paramount Pictures|PG|$3,522,177|442,484
Adventure|2012|33|Raiders of the Lost Ark|Jun 12, 1981|Paramount Pictures|PG|$3,125,613|392,664
Adventure|2012|34|Happy Feet Two|Nov 18, 2011|Warner Bros.|PG|$3,040,600|381,984
Adventure|2012|35|The Oogieloves in the BIG B…|Aug 29, 2012|Kenn Viselman Pre…|G|$1,065,907|133,907
Adventure|2012|36|Arthur Christmas|Nov 23, 2011|Sony Pictures|PG|$642,234|80,682
Adventure|2012|37|The Polar Express|Nov 10, 2004|Warner Bros.|G|$545,345|68,510
Adventure|2012|38|Une vie de chat|Feb 24, 2012|Mongrel Media|PG|$287,709|36,144
Adventure|2012|39|Hagane no renkinjutsushi: M…|Jan 20, 2012|Eleven Arts|Not Rated|$178,000|22,361
Adventure|2012|40|Na pude|Sep 7, 2012|Hannover House|PG|$64,918|8,155
Adventure|2012|41|La nouvelle guerre des boutons|Oct 12, 2012|Weinstein Co.|Not Rated|$45,602|5,728
Adventure|2012|42|Le Voyage dans la Lune|Oct 4, 1902||Not Rated|$45,353|5,697
Adventure|2012|43|Blackthorn|Oct 7, 2011|Magnolia Pictures|R|$13,898|1,745
Adventure|2012|44|The Lion King|Jun 15, 1994|Walt Disney|G|$7,284|915
Adventure|2012|45|Le chat du rabbin|Dec 7, 2012|GKIDS|Not Rated|$4,301|540
Adventure|2012|46|OKA!|Oct 14, 2011|Dada Films|Not Rated|$4,281|537
Adventure|2012|47|Miss Minoes|Dec 23, 2011|Music Box Films|PG|$4,242|532
Adventure|2012|48|Terkel i knibe|Mar 26, 2010||Not Rated|$3,259|409
Adventure|2013|1|The Hunger Games: Catching …|Nov 22, 2013|Lionsgate|PG-13|$407,139,699|50,078,683
Adventure|2013|2|Despicable Me 2|Jul 3, 2013|Universal|PG|$367,956,735|45,259,130
Adventure|2013|3|Monsters University|Jun 21, 2013|Walt Disney|G|$268,488,329|33,024,394
Adventure|2013|4|Oz the Great and Powerful|Mar 8, 2013|Walt Disney|PG|$234,770,996|28,877,121
Adventure|2013|5|The Hobbit: The Desolation …|Dec 13, 2013|Warner Bros.|PG-13|$229,059,642|28,174,617
Adventure|2013|6|Star Trek Into Darkness|May 16, 2013|Paramount Pictures|PG-13|$228,778,661|28,140,056
Adventure|2013|7|The Croods|Mar 22, 2013|20th Century Fox|PG|$187,168,425|23,021,946
Adventure|2013|8|Cloudy with a Chance of Mea…|Sep 27, 2013|Sony Pictures|PG|$117,614,237|14,466,695
Adventure|2013|9|Epic|May 24, 2013|20th Century Fox|PG|$107,518,682|13,224,930
Adventure|2013|10|Disney Planes|Aug 9, 2013|Walt Disney|PG|$90,282,580|11,104,868
Adventure|2013|11|Turbo|Jul 17, 2013|20th Century Fox|PG|$83,028,130|10,212,562
Adventure|2013|12|The Smurfs 2|Jul 31, 2013|Sony Pictures|PG|$71,017,784|8,735,274
Adventure|2013|13|Percy Jackson: Sea of Monsters|Aug 7, 2013|20th Century Fox|PG|$68,518,210|8,427,824
Adventure|2013|14|Jack the Giant Slayer|Mar 1, 2013|Warner Bros.|PG-13|$65,187,603|8,018,155
Adventure|2013|15|Ender's Game|Nov 1, 2013|Lionsgate|PG-13|$61,656,849|7,583,868
Adventure|2013|16|Escape From Planet Earth|Feb 15, 2013|Weinstein Co.|PG|$57,012,977|7,012,666
Adventure|2013|17|Free Birds|Nov 1, 2013|Relativity|PG|$54,894,525|6,752,094
Adventure|2013|18|The Secret Life of Walter M…|Dec 25, 2013|20th Century Fox|PG|$45,470,954|5,592,983
Adventure|2013|19|The Hobbit: An Unexpected J…|Dec 14, 2012|Warner Bros.|PG-13|$39,168,675|4,817,795
Adventure|2013|20|Walking with Dinosaurs|Dec 20, 2013|20th Century Fox|PG|$31,344,185|3,855,373
Adventure|2013|21|The Mortal Instruments: Cit…|Aug 21, 2013|Sony Pictures|PG-13|$31,165,421|3,833,385
Adventure|2013|22|Parental Guidance|Dec 25, 2012|20th Century Fox|PG|$24,927,598|3,066,125
Adventure|2013|23|Wreck-It Ralph|Nov 2, 2012|Walt Disney|PG|$10,911,037|1,342,070
Adventure|2013|24|Rise of the Guardians|Nov 21, 2012|Paramount Pictures|PG|$6,185,091|760,773
Adventure|2013|25|Monsters, Inc.|Nov 2, 2001|Walt Disney|G|$5,571,699|685,325
Adventure|2013|26|Hotel Transylvania|Sep 28, 2012|Sony Pictures|PG|$2,140,687|263,307
Adventure|2013|27|The Christmas Candle|Nov 15, 2013|Echolight Studios|PG|$1,632,000|200,738
Adventure|2013|28|The Lost Medallion: The Adv…|Mar 1, 2013|Freestyle Releasing|PG|$549,632|67,605
Adventure|2013|29|Frankenweenie|Oct 5, 2012|Walt Disney|PG|$354,055|43,549
Adventure|2013|30|2001: A Space Odyssey|Apr 2, 1968|MGM|G|$214,618|26,398
Adventure|2013|31|Gekijoban Mahou Shojo Madok…|Dec 6, 2013|Eleven Arts|Not Rated|$190,478|23,429
Adventure|2013|32|Ernest et Celestine|Mar 1, 2013|Mongrel Media|Not Rated|$135,918|16,718
Adventure|2013|33|Ice Age: Continental Drift|Jul 13, 2012|20th Century Fox|PG|$117,761|14,484
Adventure|2013|34|Di Renjie zhi shendu longwang|Sep 27, 2013|AMC Independent|Not Rated|$87,783|10,797
Adventure|2013|35|Boule et Bill|Nov 8, 2013|Distrib Films|Not Rated|$56,224|6,915
Adventure|2013|36|Zaytoun|Sep 20, 2013|Strand|Not Rated|$30,743|3,781
Adventure|2013|37|Finding Nemo|May 30, 2003|Walt Disney|G|$19,209|2,362
Adventure|2013|38|Brave|Jun 22, 2012|Walt Disney|PG|$5,111|628
Adventure|2013|39|Last Flight of the Champion|Aug 30, 2013|High Top Releasing|PG|$2,597|319
Adventure|2013|40|Terkel i knibe|Mar 26, 2010||Not Rated|$500|61
Adventure|2014|1|The Lego Movie|Feb 7, 2014|Warner Bros.|PG|$257,784,718|31,552,597
Adventure|2014|2|Maleficent|May 30, 2014|Walt Disney|PG|$241,407,328|29,548,020
Adventure|2014|3|The Hobbit: The Battle of t…|Dec 17, 2014|Warner Bros.|PG-13|$220,602,017|27,001,470
Adventure|2014|4|Big Hero 6|Nov 7, 2014|Walt Disney|PG|$211,207,036|25,851,534
Adventure|2014|5|Dawn of the Planet of the Apes|Jul 11, 2014|20th Century Fox|PG-13|$208,545,589|25,525,775
Adventure|2014|6|Teenage Mutant Ninja Turtles|Aug 8, 2014|Paramount Pictures|PG-13|$191,204,754|23,403,274
Adventure|2014|7|Interstellar|Nov 5, 2014|Paramount Pictures|PG-13|$182,802,094|22,374,797
Adventure|2014|8|How to Train Your Dragon 2|Jun 13, 2014|20th Century Fox|PG|$177,002,924|21,664,984
Adventure|2014|9|Divergent|Mar 21, 2014|Lionsgate|PG-13|$150,947,895|18,475,874
Adventure|2014|10|Rio 2|Apr 11, 2014|20th Century Fox|G|$131,538,435|16,100,175
Adventure|2014|11|Mr. Peabody & Sherman|Mar 7, 2014|20th Century Fox|PG|$111,506,430|13,648,277
Adventure|2014|12|Penguins of Madagascar|Nov 26, 2014|20th Century Fox|PG|$74,028,222|9,060,981
Adventure|2014|13|Night at the Museum: Secret…|Dec 19, 2014|20th Century Fox|PG|$69,354,582|8,488,932
Adventure|2014|14|Alexander and the Terrible,…|Oct 10, 2014|Walt Disney|PG|$66,032,663|8,082,333
Adventure|2014|15|The Nut Job|Jan 17, 2014|Open Road|PG|$64,251,538|7,864,325
Adventure|2014|16|Planes: Fire and Rescue|Jul 18, 2014|Walt Disney|PG|$59,157,732|7,240,848
Adventure|2014|17|Muppets Most Wanted|Mar 21, 2014|Walt Disney|PG|$51,178,893|6,264,246
Adventure|2014|18|The Boxtrolls|Sep 26, 2014|Focus Features|PG|$50,618,671|6,195,675
Adventure|2014|19|The Book of Life|Oct 17, 2014|20th Century Fox|PG|$49,322,356|6,037,008
Adventure|2014|20|Earth to Echo|Jul 2, 2014|Relativity|PG|$38,934,842|4,765,586
Adventure|2014|21|The Hobbit: The Desolation …|Dec 13, 2013|Warner Bros.|PG-13|$29,307,213|3,587,174
Adventure|2014|22|Ghostbusters|Jun 8, 1984|Sony Pictures|PG|$21,356,969|2,614,072
Adventure|2014|23|The Legend of Hercules|Jan 10, 2014|Lionsgate|PG-13|$18,848,538|2,307,042
Adventure|2014|24|The Hunger Games: Catching …|Nov 22, 2013|Lionsgate|PG-13|$17,528,348|2,145,452
Adventure|2014|25|The Secret Life of Walter M…|Dec 25, 2013|20th Century Fox|PG|$12,765,884|1,562,531
Adventure|2014|26|Moms’ Night Out|May 9, 2014|Sony Pictures|PG|$10,429,707|1,276,585
Adventure|2014|27|Legends of Oz: Dorothy’s Re…|May 9, 2014|Clarius Entertain…|PG|$8,462,347|1,035,782
Adventure|2014|28|Walking with Dinosaurs|Dec 20, 2013|20th Century Fox|PG|$4,731,936|579,184
Adventure|2014|29|Cloudy with a Chance of Mea…|Sep 27, 2013|Sony Pictures|PG|$2,179,330|266,747
Adventure|2014|30|Free Birds|Nov 1, 2013|Relativity|PG|$855,955|104,768
Adventure|2014|31|Pirates|Sep 12, 2014|Well Go USA|Not Rated|$160,133|19,600
Adventure|2014|32|Ernest et Celestine|Mar 1, 2013|Mongrel Media|Not Rated|$156,644|19,173
Adventure|2014|33|2001: A Space Odyssey|Apr 2, 1968|MGM|G|$135,370|16,569
Adventure|2014|34|Despicable Me 2|Jul 3, 2013|Universal|PG|$108,650|13,298
Adventure|2014|35|En solitaire|Apr 18, 2014|Mongrel Media|Not Rated|$103,628|12,683
Adventure|2014|36|Ender's Game|Nov 1, 2013|Lionsgate|PG-13|$80,342|9,833
Adventure|2014|37|Song of the Sea|Dec 19, 2014|GKIDS|PG|$65,845|8,059
Adventure|2014|38|The Taking of Tiger Mountain|Jan 2, 2015|Well Go USA|Not Rated|$50,621|6,195
Adventure|2014|39|Percy Jackson: Sea of Monsters|Aug 7, 2013|20th Century Fox|PG|$41,344|5,060
Adventure|2014|40|Rocks in My Pockets|Sep 3, 2014|Zeitgeist|Not Rated|$34,236|4,190
Adventure|2014|41|The Hero of Color City|Oct 3, 2014|Magnolia Pictures|G|$32,188|3,939
Adventure|2014|42|Yellow Day|Sep 19, 2014|Self Distributed|PG|$31,000|3,794
Adventure|2014|43|Xi you xiang mo pian|Mar 7, 2014|Magnolia Pictures|PG-13|$18,058|2,210
Adventure|2014|44|War of the World's Goliath|Mar 7, 2014|Anderson Digital|PG-13|$13,385|1,638
Adventure|2014|45|Falcon Rising|Sep 4, 2014|Freestyle Releasing|R|$11,774|1,441
Adventure|2014|46|Le roi et l'oiseau|Nov 21, 2014|Rialto Pictures|Not Rated|$9,554|1,169
Adventure|2014|47|Canopy|Aug 29, 2014|Monterey Media|PG-13|$8,462|1,035
Adventure|2014|48|Thunder and the House of Magic|Sep 5, 2014|Shout! Factory|Not Rated|$4,091|500
Adventure|2014|49|Ragnarok|Aug 15, 2014|Magnolia Pictures|PG-13|$1,369|167
Adventure|2015|1|Star Wars Ep. VII: The Forc…|Dec 18, 2015|Walt Disney|PG-13|$742,208,942|88,043,765
Adventure|2015|2|Inside Out|Jun 19, 2015|Walt Disney|PG|$356,461,711|42,284,900
Adventure|2015|3|Minions|Jul 10, 2015|Universal|PG|$336,045,770|39,863,081
Adventure|2015|4|Home|Mar 27, 2015|20th Century Fox|PG|$177,397,510|21,043,595
Adventure|2015|5|Hotel Transylvania 2|Sep 25, 2015|Sony Pictures|PG|$168,471,018|19,984,700
Adventure|2015|6|The SpongeBob Movie: Sponge…|Feb 6, 2015|Paramount Pictures|PG|$162,994,032|19,334,997
Adventure|2015|7|San Andreas|May 29, 2015|Warner Bros.|PG-13|$155,190,832|18,409,351
Adventure|2015|8|The Peanuts Movie|Nov 6, 2015|20th Century Fox|G|$128,235,584|15,211,813
Adventure|2015|9|The Good Dinosaur|Nov 25, 2015|Walt Disney|PG|$114,766,932|13,614,108
Adventure|2015|10|Tomorrowland|May 22, 2015|Walt Disney|PG|$93,436,322|11,083,786
Adventure|2015|11|Pixels|Jul 24, 2015|Sony Pictures|PG-13|$78,765,986|9,343,533
Adventure|2015|12|Paddington|Jan 16, 2015|Weinstein Co.|PG|$76,223,578|9,041,942
Adventure|2015|13|Paul Blart: Mall Cop 2|Apr 17, 2015|Sony Pictures|PG|$71,091,594|8,433,167
Adventure|2015|14|Alvin and the Chipmunks: Th…|Dec 18, 2015|20th Century Fox|PG|$55,575,427|6,592,577
Adventure|2015|15|Night at the Museum: Secret…|Dec 19, 2014|20th Century Fox|PG|$44,392,039|5,265,960
Adventure|2015|16|Max|Jun 26, 2015|Warner Bros.|PG|$42,656,255|5,060,053
Adventure|2015|17|Pan|Oct 9, 2015|Warner Bros.|PG|$35,057,457|4,158,654
Adventure|2015|18|The Hobbit: The Battle of t…|Dec 17, 2014|Warner Bros.|PG-13|$34,517,771|4,094,634
Adventure|2015|19|A Walk in the Woods|Sep 2, 2015|Broad Green Pictures|R|$29,499,394|3,499,334
Adventure|2015|20|In the Heart of the Sea|Dec 11, 2015|Warner Bros.|PG-13|$23,063,385|2,735,870
Adventure|2015|21|Project Almanac|Jan 30, 2015|Paramount Pictures|PG-13|$22,348,241|2,651,036
Adventure|2015|22|Shaun the Sheep|Aug 5, 2015|Lionsgate|PG|$19,375,982|2,298,455
Adventure|2015|23|Seventh Son|Feb 6, 2015|Universal|PG-13|$17,725,785|2,102,703
Adventure|2015|24|Strange Magic|Jan 23, 2015|Walt Disney|PG|$12,429,583|1,474,446
Adventure|2015|25|Back to the Future|Jul 3, 1985|Universal|PG|$12,127,168|1,438,572
Adventure|2015|26|Big Hero 6|Nov 7, 2014|Walt Disney|PG|$11,320,792|1,342,917
Adventure|2015|27|Penguins of Madagascar|Nov 26, 2014|20th Century Fox|PG|$9,322,689|1,105,894
Adventure|2015|28|Un gallo con muchos huevos|Sep 4, 2015|Lionsgate|PG-13|$9,080,818|1,077,202
Adventure|2015|29|Mortdecai|Jan 23, 2015|Lionsgate|R|$7,696,134|912,945
Adventure|2015|30|Interstellar|Nov 5, 2014|Paramount Pictures|PG-13|$5,215,800|618,718
Adventure|2015|31|Roar|Jan 1, 1981||PG|$2,110,050|250,302
Adventure|2015|32|Astérix: Le domaine des dieux|Feb 20, 2015|Mongrel Media|Not Rated|$1,656,287|196,475
Adventure|2015|33|The Ghouls|Dec 18, 2015|China Lion Film D…|Not Rated|$1,121,896|133,083
Adventure|2015|34|Alexander and the Terrible,…|Oct 10, 2014|Walt Disney|PG|$921,486|109,310
Adventure|2015|35|The Revenant|Dec 25, 2015|20th Century Fox|R|$872,519|103,502
Adventure|2015|36|The Polar Express|Nov 10, 2004|Warner Bros.|G|$846,602|100,427
Adventure|2015|37|The Book of Life|Oct 17, 2014|20th Century Fox|PG|$829,187|98,361
Adventure|2015|38|Song of the Sea|Dec 19, 2014|GKIDS|PG|$791,679|93,912
Adventure|2015|39|Kahlil Gibran's The Prophet|Aug 7, 2015|GKIDS|PG|$340,536|40,395
Adventure|2015|40|Himalaya|Dec 18, 2015|CJ Entertainment|Not Rated|$256,901|30,474
Adventure|2015|41|The Boxtrolls|Sep 26, 2014|Focus Features|PG|$218,634|25,935
Adventure|2015|42|Lang Tu Teng|Sep 11, 2015|Sony Pictures|PG-13|$212,616|25,221
Adventure|2015|43|Anomalisa|Dec 30, 2015|Paramount Pictures|R|$210,632|24,986
Adventure|2015|44|The Young and Prodigious T.…|Jul 31, 2015|Weinstein Co.|PG|$176,847|20,978
Adventure|2015|45|The Taking of Tiger Mountain|Jan 2, 2015|Well Go USA|Not Rated|$172,343|20,444
Adventure|2015|46|Theeb|Nov 6, 2015|Film Movement|Not Rated|$164,704|19,537
Adventure|2015|47|Hell & Back|Oct 2, 2015|Freestyle Releasing|R|$157,768|18,715
Adventure|2015|48|O Menino e o Mundo|Dec 11, 2015|GKIDS|PG|$17,580|2,085
Adventure|2015|49|Trash|Oct 9, 2015|Focus Features|R|$17,484|2,074
Adventure|2015|50|Le roi et l'oiseau|Nov 21, 2014|Rialto Pictures|Not Rated|$16,396|1,944
Adventure|2015|51|Patch Town|Jun 5, 2015|Kino Lorber|Not Rated|$584|69
